tuit,pol 
RT @CaroMachado13: Porque los ciudadanos tenemos que tener el DERECHO a #PoderElegir el servicio que queremos usar @montevideoIM https://t.…,P
"RT @MayolRamiro: Somos ciudadanos libres, donde podemos elegir y que se nos respete ese derecho.- 
Excelente manejo de @Uber_UY https://t.c…",P
RT @jejofigares: #PoderElegir Montevideo tiene derecho a una regulación de transporte colaborativo https://t.co/Bn7H9225p6,NEU
RT @macaoye: @Uber_UY Hoy estrené Uber Programado: funcionó perfecto! Adoro Uber! Estarán este verano en Punta del Este y alrededores? Serí…,P
RT @pipimartinez03: @Uber_UY #diversidad https://t.co/jVffyRtZof,NONE
RT @FocoBlanco: Después nos preguntamos xq tiene éxito @Uber_UY https://t.co/wcBuRUUke9,NONE
RT @SoyElQuique_: Que bien @Uber_UY  con los autos de colores 🏳️‍🌈🏳️‍🌈 https://t.co/k55TRzYawe,P
"RT @cutelanzani: Me encanto 👏🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈👏 
@Uber_UY siempre atentos en todo detalle. No se les escapa nada 👏 https://t.co/5vFTdhAsVX",P
RT @MathiMosqueira: Hoy @Uber_UY es diverso 👏🏻🏳️‍🌈🏳️‍🌈🏳️‍🌈🏳️‍🌈🌈🌈🌈 https://t.co/vpxOktdW3n,NONE
¡Felicidades! Los contactamos por DM https://t.co/YU156XPOml,NONE
RT @SuTeclado: Excelente @Uber @Uber_UY 👏👏👏 https://t.co/wQw1lGsT4i,P
RT @joapastorino: Celebrando la diversidad con @Uber_UY 🏳️‍🌈 https://t.co/YkGEZ0p0yo,NONE
RT @ValentinSilvera: @Uber_UY se pintó de colores y me encanta! ❤️🚗🏳️‍🌈 #pride https://t.co/I0fzD41oeo,P
"RT @thebarbieuy: Hoy a la marcha voy en uber, obvio 🙌🏼💖🌈 ¡Gracias @Uber_UY! https://t.co/yQiPQixK5i",P
RT @_vitovito: En los detalles esta la diferencia HOY TENEMOS UBERES DE COLORES PARA TODOS 🌈 @Uber_UY https://t.co/SEBs1tR7w8,P
"RT @alebutler: Montevideo diverso,  inclusivo y colorido de la mano de @Uber_UY :)  #Diversidad en movimiento https://t.co/WtbPnfdb3A",P
RT @RodriguezAkiki: Otro #Gol de @Uber_UY #MarchaPorLaDiversidad2016 https://t.co/aAUXJNMM6I,P
RT @mbiagetti1969: @Uber_UY que lindo autos de colores hoy me tomo Uber para ir a la marcha de la diversidad,P
RT @FlavioGiusti_uy: Celebrando la diversidad con @Uber_UY y amando los autitos #ArcoIris #UberLove 🌈 https://t.co/zwfKUUQ87C,P
RT @msarthou: Buen detalle el de @Uber_UY en el día de la marcha por la #Diversidad https://t.co/KLUiaG3CrJ,P
¡Para quienes vayan a Floripa! 👏👏👏 https://t.co/dUbHWvTR9c,P
RT @PaolaDalto: Celebrando la diversidad también con @Uber_UY 👏👏👏👏🌈💖🎈 https://t.co/PCbhaciVbn,P
RT @Improfit: Vas a ir a #MarchaPorLaDiversidad2016? @Uber_UY te lleva! https://t.co/xJ3izHEdgV,NONE
RT @MarchaDivUY: ¡Falta poco! En una hora ya salimos. ¡Todas y todos a las 19 hrs a la #MarchaporlaDiversidad2016! https://t.co/GV6Gmcwfqe,NONE
RT @Vickyy_Sz: 👏🏼 @Uber_UY https://t.co/z3HzfcSpK4,P
RT @KarenRoverano: Y así salen los @Uber_UY ! Que lindos. #diversidad #LasPiedras https://t.co/keACptgi6g,P
RT @RUBiiiiS: un ❤️ los autos de @Uber_UY sumandose a la marcha de la diversidad 🏳️‍🌈 https://t.co/kRJE6rGSUL,P
RT @Doli94: Orgulloso de que @Uber_UY tome esta iniciativa en el día de #MarchaPorLaDiversidad2016 #Montevideo https://t.co/qyMdTzRgZ0,P
RT @Florbon: @Uber_UY se viste de diversidad  #hoymarchadeladiversidad https://t.co/8uhGJzM4PI,P
"En Uber celebramos la diversidad, viajá con orgullo y hoy sumate a la #MarchaPorLaDiversid… https://t.co/rYRneJxdW7 https://t.co/uJWd8a8V43",P
RT @Uruguay: #URUVEN | @ECavaniOfficial llegó a 36 goles con @Uruguay e igualó en el 2do puesto de la tabla de goleadores histórica a @Dieg…,NONE
RT @ONU_es: Ban Ki-moon: Invertir en las niñas es una decisión correcta y a la vez inteligente #DíaInternacionaldelaNiña https://t.co/dLEha…,P
"RT @Mediosuru: .@Pablo_Mieres ""En la cancha hay ausencias y omisiones muy importantes sobre estrategias para combatir la inseguridad"" @carv…",N
RT @OperttiRenato: @TiaEuge2011 @Pablo_Mieres @BrunoGili1 @juanpedromir evento publico abierto a la ciudadania. Los esperamos.,NONE
Felicitaciones Eduy 21 @juanpedromir y equipo https://t.co/XBpvIk1hne,P
Hoy todos usamos @Uber_UY para volver a casa  #Uber,NONE
RT @GuguiMontiel: Ame! Los autos de @uber_uy son de colores! #MarchaPorLaDiversidad2016,P
RT @AgustinSartorio: Primer viaje de Bianca en @Uber_uy 🙌 https://t.co/bQV36lVZUx,NONE
"RT @MeliCostanzo: No solo es un servicio de primera, sino que además te regalan chocolate 🍫 gracias Pablo, mi chofer de @Uber_UY de hoy! ht…",P
RT @seba4893: Existe la adicción a uber? Creo que la tengo 🤔 @Uber_UY,P
RT @unbernini: ¡Qué buena iniciativa! Estos gestos siempre ayudan. #ViajaConOrgullo #MarchaPorLaDiversidad2016 https://t.co/UzV2OgpiPC,P
"En Uber celebramos la diversidad, viajá con orgullo y mañana sumate a la #MarchaPorLaDiversidad2016 #UberPride 🌈 🌈 🌈 https://t.co/KCoJqiiEvL",NONE
RT @AAlem1996: Lo bueno de viajar en @Uber_UY  con el frió que hace ...Un crack Marcelo!😎💪,P
RT @valenuni: Mi abuela acaba de viajar en @Uber_UY y el conductor me avisa que ya la dejó en la casa!! son lo más! 🙌🏽,P
"¡Es ahora! 👉👉👉  Salió el video de #UberVERDE, mirá como Montevideo disfrutó de esta iniciativa: 
https://t.co/X136tUIxZw",NONE
"RT @salchichita1: Espectacular @Uber_UY tenía el auto en el service y me llevaron a mi hija al colegio,  10 puntos!!,  tremenda solución!!!",P
RT @_Venom_m: @Uber_UY el sabado me tome mi primer Uber con amigas. Un exito! Felicidades y que siga avanzando! 👏👏,P
RT @_osoalex: Todo un éxito mi primer viaje por @Uber_UY 💪🐻🚗,P
RT @tedxmontevideo: Gracias @portoneshopping @Uber_UY @TOCTOCViajes! #TEDxMVD https://t.co/gUf7W4BfTy,P
RT @TitinaNunez: Feliz y diverso día! Hasta @Uber_UY puso banderita 🙌🏻@mauropiz el de bigotitos sos vos? 😂😂😂🤘🏻💃🏻💃🏻💃🏻 https://t.co/xkxi78vtYt,P
"RT @EstefanyDelen: @Uber_UY ""viaje programado"" es la frutilla de la torta, ahora espero tranquila mi próximo viaje.😋✌",P
¡Ahora podrás programar tus viajes! Descansá tranquilamente sabiendo que tendrás tu Uber cuando más lo necesites. https://t.co/V1jacsKrCf,NONE
Con el código DIVERSIDADMVD podrás tener tu primer viaje gratis en Uber para ir a la #MarchaPorLaDiversidad2016 https://t.co/5Iv4yyELJB,NONE
"RT @_osoalex: Donde @Uber_UY traiga uno de estos, muero.https://t.co/gvrD56Ll4N",NEU
"RT @alianzauy: CERRO LARGO | @jorgewlarranaga, @sergiobotana, @dardointendente, @jose_yurramendi y @tufilafluf en la departamental https://…",NONE
Gran convocatoria de @eduy21. La educación es tema de todos y seguro de aquí saldrán aportes valiosos https://t.co/Er8KmfkE02,P
#inseguridad 8. Lo que no se entiende es como Vazquez -que capta todo- no reorienta el barco. ¿Tan agarrado lo tiene el Pepe de allí?,NONE
Hoy En la Mira (VTV 21 hs) ¿de qué se trata EDUY 21? entrevista a Renato Opertti.,NONE
En vivo: Luis #Suárez ya tiene su segunda Bota de Oro https://t.co/rovbSdolH1 https://t.co/zZtnWGUTkV,NONE
Grande adentro y afuera de las canchas❤️ #Suarez https://t.co/BUhjulf8cf,P
¡La #BotaDeOro es de #Uruguay! ¡Gracias @LuisSuarez9 por alegrar a un PAÍS y MUNDO entero! #LuisSuárez #Suárez… https://t.co/Q5IpYAeL5P,NONE
"#FocaNews 2do #uruguayo que se puede calzar con botas de oro:

#Forlan 2004/05 (25) y 2008/09 (32)

#Suárez 2013/14… https://t.co/wYaaIa2B0a",NONE
"#BotadeOro: Messi, Iniesta y Busquets, entre otros jugadores de Barcelona, están en la gala de premaición a #Suárez… https://t.co/GO4bcEpkBh",NONE
"Qué injusticia que se hizo con #Mujica! No haberle dado el premio #Nobel de la paz! Que se presente al de #literatura, a ver si sale.",N
"Inseguridad 5. Algo de lo que dijo el Presid de la S C de J es muy cierto, los chorros tienen claro hasta donde ir y están jugados.",N
RT @ElsaLevrero: A través de las redes están convocando a un cacerolazo hoy 22h en reclamo de mayor seguridad a raíz del homicidio ocurrido…,NONE
54 millones de flautas que nos robaron a todos los uruguayos #DebateNaigt #ancap #sendic #panFlauta https://t.co/y6POb9oKOe,N
"Apareció el Título de Raulito!!!! No se si reírme o llorar! Pasen y vean...
#Sendic #Licenciado 
➡️ Cómo que vos es… https://t.co/5qMao1q989",NONE
Felicitaciones @LuisSuarez9 https://t.co/YFv9jLdNnA,NONE
"Parece solo fútbol pero ahí ves desazón en Lang, resignación en Bravo, destreza y magia en #Messi #LigadeCampeones https://t.co/ciE4N0H2fh",NONE
"#EliminatoriasCONMEBOL - Goleadores históricos 

#LuisSuarez 🇺🇾 19
#HernánCrespo 🇦🇷 19
#MarceloSalas 🇨🇱 18… https://t.co/ptY3jDDhp9",NONE
"Claramente @Argentina sin Messi es un equipo mas. Hoy, como contra Venezuela demostró que es #Messi dependiente sin… https://t.co/saaQSpRvzJ",N
Esta fue la alineación de @Argentina hoy.  Que alguien me explique qué estos nombres puedan depender de un solo jug… https://t.co/p1rX2l7VXp,NONE
"Calidad, amarillo, playa y ta. https://t.co/bvRDUaEQ8k",NONE
https://t.co/KzUl4uWgZn Beiooooossshhhhhh!!!!!!!  Este país da pa todo!!!,N
"Luis NOvaresio era hora que tuviera su chance, lo más lúcido, de lo más claro y lo menos populista del periodismo p… https://t.co/qnaVdRdVVD",P
Felicidades Luis Suárez! Felicidades Uruguayo!  #suarez #botadeoro… https://t.co/imToWKs3RN,NONE
Lo más cerca que estuve de Luis #Suarez  Tienda deportiva del Camp Nou🙆👧 https://t.co/IqhwkSssny,NONE
"""Messi y Neymar tienen mucho que ver en mis goles, pero los demás compañeros también porque son producto del trabajo del equipo"", #Suárez.",P
"""Cuando llegué no me hice el planteo de ser goleador, pero después se fue dando y con los compañeros que tengo se hace más fácil"", #Suárez.",P
#FocaNews @ECavaniOfficial máximo goleador #uruguayo en la historia de la #UCL sigue anotando: llegó a 21 goles y l… https://t.co/BWqmraI5wM,NONE
"A #Mujica se le ocurren #límites y los impone con el Ministerio del Interior, por afuera de la #Constitución y la... https://t.co/ntz4TrFYjO",N
Y  el desnudo de #Mujica?? Llegue tarde!!! Ya hablaron,N
Hace un mes me llamó Batlle. https://t.co/SfQPM86N4V,NONE
Esto es culpa de #Uber. ¡Prohibirlo ya? https://t.co/19xp9Comhr,N
"Hay un streaptease, aviso para que no vayan menores. https://t.co/AFrmVIdoGE",NONE
"Sofi, #UberTeLleva a donde quieras, ¡hasta al baño! 😂🚘🛀 #UberLove https://t.co/SnqmkPb92p",P
¡Ganá viajes gratis invitando amigos a viajar en Uber! Por c/amigo vos ganás 2 y tu amigo 3. Info aquí: https://t.co/wK1rjZefuI 🚙🎁🚙,NONE
"RT @micaaperrone: Me tome @Uber_UY por primera vez 👏🏻 Reafirmó todas las buenas recomendaciones que me hicieron, un genio el chofer!",P
¡Felicidades! 💕 Los contactamos por DM 🏳️‍🌈🏳️‍🌈 https://t.co/oRTF64wlA7,NONE
Propuesta aceptada! Se reciben fotos y los contactamos por DM para darles viajes gratis 🏳️‍🌈🏳️‍🌈 https://t.co/XeTwlE8ueG,NONE
RT @XimenaCocchi: Fascinada con mi primer viaje en @Uber_UY un genio Jorge. Gracias!,P
RT @gazambuja: Ayer me tome un @Uber_UY para llevar un paquete a XXX... el chofer bajo los 3 pisos para dejarme en la puerta de Agencia Cen…,P
"Regular los #Uber, no prohibir. Uruguay debe aceptar la economía colaborativa, legislar nueva revolución industrial… https://t.co/wSxzZEJwfx",P
#uber… es ahora una tendencia en Uruguay https://t.co/JiyaTuv5yp,P
RT @pindependiente: @Pablo_Mieres inicio una nueva recorrida por el interior del país. Ahora está en Minas conversando con la prensa local…,NONE
"Si Mujica hubiese invertido en carreteras, en el ferrocarril, y en el  puerto que anunció, UPM hubiera puesto antes la 2da planta de Uruguay",N
"Lo de Peñarol, que se yo, ni el tiempo, ta, ya está, lo nuestro es poner una zona franca allí y cagar a Dovat, no más fútbol muchachos.",N
"Dicen que Bonomi amagó con renunciar, yo también amagué con casarme con Madonna. Játe de joder papi.",N
"Bob Dylan ganadro del Nobel de Literatura me pareció genial, la poesía con música es tanto o más poesía. Era hora de ver lo obvio. Aplauso.",P
Quiero que sepan que con el avatar que tengo no puedo dejar de expresar mi apoyo a la causa que no sólo es de feministas #NiUnaMenos,P
"Los pibes que hacen chistes sobre el #niunamenos como estan las cosas quieren ver fuego, no se rescatan que esta todo agarrado con alfileres",N
Gracias @leolorenz0 por la nota para Canal M.,NONE
Siempre hay imbéciles. https://t.co/EAwt4wBiMo,N
¿qué piensan de un TLC con China?,NONE
Realizando referato para la revista Ergodic Theory and Dynamical Systems,NONE
La gente se está quedando sin trabajo y el gobierno aumenta los impuestos de los trabajadores https://t.co/N46wrPEL5H,N
La matemática no es difícil. Pero tradicionalmente se enseña como si te enseñaran a bailar por SMS. Sentado. Sin música.,N
RT @PonchoyBarba: Coincidimos @Pablo_Mieres @pindependiente,NONE
RT @MonteCarloTV: SANTO Y SEÑA ➡️Programa completo: https://t.co/Wsx5K4tNHa https://t.co/k0ZeCq4C3b,NONE
Jueves 20 en la mañana visitamos Minas. En la tarde en Melo nos reunimos con los compañeros @pindependiente y de @EspacioTJP,NONE
"RT @leohaberkorn: Juez y fiscal ""investigan"" si en Uruguay hay licenciatura en genética humana. En eso derivó el caso Sendic. Patético http…",N
RT @TiaEuge2011: Solo una bestia como Trump puede decir que Putin ha sido exitoso en Siria. Calificar de exito asesinar seres inocentes. Ex…,N
"RT @charlysoria007: @jorgewlarranaga recorriendo y saludando en el campamento, finalizando el primer día de la Marcha a Masoller https://t.…",NONE
Con @IturraldeVPablo en el camino. https://t.co/E4XK3qcNli,NONE
Esta es una fiesta popular que recuerda al mejor de todos nosotros ! https://t.co/BLPIRhogCi,P
"RT @odinaro: Porque los cambios son entre todos, porque es ahora cuando demostramos compromiso, en tiempos no Electorales @jorgewlarranaga…",P
"RT @santi_s_b: Muy normal de mi dormirme los lunes por la mañana, pero igual llegue a tiempo a la Facultad gracias a #Uber 👏🏼",P
"Expertos proponiendo cosas sobre... ¡Educación! Primera jornada de EDUY21, miércoles 19, J C. Gómez 1530, 19hs @OperttiRenato @BrunoGili1",NONE
Le dará el tiempo al presidente Vázquez para debatir en la interna un posible TLC con China y llegar a Beijing en octubre con una decisión?,NONE
"Cuando pensás que no se puede ser tan lacra, siempre aparece uno que te desmiente.",N
"RT @Pabloromero74: @igalvar71  Junto a Nacho Álvarez, abordando el tema educativo y también la ""moral sexual pública"": https://t.co/MD6tha0…",NONE
RT @DipOlivera: Más de 4000 jinetes parten a rendir homenaje al mejor d todos nosotros. 22 Marcha del Encuentro con el Patriarca. Los esper…,NONE
"RT @Mediosuru: .@Pablo_Mieres ""Es imprescindible q' el Parlamento investigue las responsabilidades políticas y legales por espionaje milita…",NEU
"esta cuenta banca al payaso ""asesino"" de Durazno @alternativadura",P
RT @gloriasaravista: #LaVozDeTODOS reunidos @LuisLacallePou @GustavoPenades con el jefe de Policía de Cerro Largo Insp Adán Olivera https:/…,NONE
Seamos sensatos: ¿es percepción o los muertos en el area metropolitana son un escándalo? NO lo ve el que no lo quiere ver.,N
RT @buscadorestv: Buscadores en vivo por @TNUtvpublica con @camaraceleste @jhgatti @AlfredoGarcia09 y #GracielaRodríguez https://t.co/i0xmv…,NONE
"Se instalarán cámaras, Justicia y clubes identificarán a los violentos, y la Policía les prohibirá ingresar. No era tan complicado, no?",N
Seamos sensatos: llega un punto en la historia de todos los ministros del Interior en que la realidad los saca para afuera. Nunca lo ven.,N
"7. Shendí sholito. 7 Patética la estampida, huída ante la debacle del Sendiquismo de la que hacen gala sus succionadores.",N
"RT @Cybertario: ""Mis muertos; tus muertos"". Por Claudio Invernizzi. No dejen de leerlo. https://t.co/9hEOKVJHho #Nacional vía @ladiaria",NEU
RT @TelenocheOnline: Bordaberry leyó carta de viuda de Heriberto Prati ► https://t.co/Xb2AGVrpgV https://t.co/TnejSmWX5N,NONE
Buena reunión en Melo. Fin de la jornada de #LaVozDeTodos https://t.co/i3WS8ZwUaR,P
RT @gloriasaravista: #LaVozDeTodos en Cerro Largo reunidos en la Sociedad Agropecuaria https://t.co/orIJgiRPdg,NONE
RT @JMSellanes: @MiguelCapito Siguen caros los morrónes en Uruguay ? Por aquí casi €1 por unidad. #Dublin #redpepper # https://t.co/mAkqF6E…,NONE
